name,price_cr,bhk,area,possession,legal_status,connectivity
Shobha Park 1020,3.2,2,Koramangala,Jun 2027,Clear,ORR Access
Prestige Heights 1021,2.4,5,Sarjapur Road,Jun 2027,Clear,Bus Stop 500m
Adarsh Lake 1022,4.8,4,Koramangala,Jun 2027,Clear,Metro 2km
Godrej Greens 1023,5.8,5,Bellandur,Dec 2026,Clear,ORR Access
DNR Woods 1024,4.6,5,Kadubeesanahalli,Dec 2026,Clear,Metro 1km
Concorde Woods 1025,6.1,5,Bellandur,Mar 2027,Clear,Metro 1km
Godrej Greens 1026,3.4,3,HSR Layout,Dec 2026,Clear,Metro 2km
Shobha Heights 1027,6.1,4,HSR Layout,Jun 2027,Clear,Metro 1km
Adarsh Villas 1028,3.7,4,Marathahalli,Jun 2027,Clear,Metro 2km
Puravankara Courtyard 1029,5.7,5,Koramangala,Dec 2026,Clear,Highway Access
Brigade Villas 1030,2.3,3,Sarjapur Road,Ready,Clear,Metro 3km
Sobha Enclave 1031,4.9,3,Bellandur,Ready,Clear,Bus Stop 500m
Sobha Villas 1032,3.7,5,Koramangala,Ready,Clear,Metro 3km
Salarpuria Enclave 1033,1.6,2,HSR Layout,Jun 2027,Clear,Metro 2km
Adarsh Towers 1034,6.5,5,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Concorde Courtyard 1035,4.8,5,Marathahalli,Jun 2027,Clear,ORR Access
Prestige Towers 1036,2.9,4,Yelahanka,Sep 2026,Clear,Highway Access
Adarsh Woods 1037,4.0,5,Koramangala,Ready,Clear,Highway Access
DNR Park 1038,1.8,2,HSR Layout,Mar 2027,Clear,Metro 2km
Prestige Enclave 1039,2.8,2,Kadubeesanahalli,Jun 2027,Clear,Bus Stop 500m
Puravankara Park 1040,4.9,5,Koramangala,Sep 2026,Clear,Metro 1km
Adarsh Lake 1041,5.9,5,Kadubeesanahalli,Jun 2027,Clear,Metro 3km
Concorde Woods 1042,6.4,4,Bellandur,Sep 2026,Clear,Bus Stop 500m
DNR Enclave 1043,2.9,5,Yelahanka,Sep 2026,Clear,Metro 3km
Puravankara Lake 1044,4.6,3,HSR Layout,Ready,Clear,Metro 1km
Concorde Towers 1045,6.2,4,Koramangala,Mar 2027,Clear,Highway Access
Adarsh Enclave 1046,6.4,5,Marathahalli,Mar 2027,Clear,Highway Access
Brigade Courtyard 1047,3.5,3,Yelahanka,Dec 2026,Clear,Bus Stop 500m
DNR Park 1048,3.4,2,Marathahalli,Dec 2026,Clear,Metro 1km
Brigade Park 1049,1.1,2,Electronic City,Sep 2026,Clear,Bus Stop 500m
Prestige Heights 1050,4.5,2,Bellandur,Mar 2027,Clear,Metro 1km
Sobha Courtyard 1051,2.0,2,Electronic City,Ready,Clear,Metro 1km
Puravankara Greens 1052,3.8,2,Koramangala,Jun 2027,Clear,Metro 2km
Prestige Park 1053,2.7,2,Indiranagar,Sep 2026,Clear,Highway Access
Puravankara Lake 1054,2.9,2,Yelahanka,Sep 2026,Clear,Metro 1km
Adarsh Enclave 1055,3.3,4,Whitefield,Mar 2027,Clear,Highway Access
DNR Woods 1056,2.3,4,Yelahanka,Ready,Clear,Metro 1km
Brigade City 1057,4.8,2,Koramangala,Ready,Clear,Metro 1km
Brigade Towers 1058,2.4,4,Yelahanka,Jun 2027,Clear,Highway Access
Shobha Towers 1059,4.8,5,Kadubeesanahalli,Mar 2027,Clear,Highway Access
Shobha Lake 1060,5.4,5,Kadubeesanahalli,Jun 2027,Clear,Bus Stop 500m
Adarsh Greens 1061,3.3,5,Sarjapur Road,Mar 2027,Clear,Metro 2km
DNR Villas 1062,5.6,4,Whitefield,Sep 2026,Clear,Highway Access
Adarsh Enclave 1063,4.6,2,Indiranagar,Dec 2026,Clear,ORR Access
Concorde Villas 1064,2.0,5,Electronic City,Dec 2026,Clear,Bus Stop 500m
DNR Woods 1065,3.9,5,Kadubeesanahalli,Sep 2026,Clear,Metro 1km
Godrej Enclave 1066,3.5,4,Indiranagar,Mar 2027,Clear,Metro 1km
Sobha Park 1067,6.3,5,Kadubeesanahalli,Ready,Clear,ORR Access
Shobha Woods 1068,2.6,2,Bellandur,Jun 2027,Clear,Metro 1km
Adarsh Lake 1069,3.8,4,Marathahalli,Mar 2027,Clear,Highway Access
Concorde City 1070,2.0,3,Indiranagar,Sep 2026,Clear,ORR Access
Salarpuria Lake 1071,6.3,5,HSR Layout,Ready,Clear,Bus Stop 500m
Godrej Park 1072,3.9,2,Whitefield,Sep 2026,Clear,Highway Access
Puravankara Enclave 1073,3.8,5,Indiranagar,Jun 2027,Clear,ORR Access
DNR Heights 1074,3.7,5,Whitefield,Dec 2026,Clear,Highway Access
Shobha City 1075,5.4,4,Marathahalli,Sep 2026,Clear,Metro 3km
Brigade Villas 1076,2.3,2,Indiranagar,Mar 2027,Clear,Metro 3km
Adarsh City 1077,2.4,2,Koramangala,Sep 2026,Clear,Highway Access
Godrej Park 1078,4.0,5,Yelahanka,Sep 2026,Clear,ORR Access
Brigade Park 1079,2.1,2,Whitefield,Jun 2027,Clear,Highway Access
DNR Villas 1080,4.5,3,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Prestige Greens 1081,3.0,3,Koramangala,Sep 2026,Clear,Metro 1km
Prestige Courtyard 1082,5.1,5,HSR Layout,Ready,Clear,Bus Stop 500m
Brigade Villas 1083,4.6,5,Indiranagar,Sep 2026,Clear,ORR Access
Concorde Park 1084,5.0,4,Indiranagar,Sep 2026,Clear,Metro 2km
Brigade Park 1085,3.4,3,Electronic City,Ready,Disputed,Highway Access
DNR Woods 1086,4.9,3,Indiranagar,Jun 2027,Clear,Highway Access
Adarsh Heights 1087,4.2,4,Kadubeesanahalli,Sep 2026,Clear,Metro 2km
Brigade Park 1088,1.9,2,Yelahanka,Dec 2026,Clear,Metro 1km
Brigade Greens 1089,4.3,5,HSR Layout,Jun 2027,Clear,Metro 3km
Salarpuria Greens 1090,2.4,5,Yelahanka,Mar 2027,Clear,Metro 2km
DNR Villas 1091,3.9,3,HSR Layout,Jun 2027,Clear,Highway Access
Concorde Park 1092,4.6,4,Whitefield,Jun 2027,Clear,Metro 2km
Shobha Enclave 1093,3.1,5,Indiranagar,Sep 2026,Clear,Metro 1km
Prestige Park 1094,4.1,4,Whitefield,Ready,Clear,Metro 1km
Salarpuria Courtyard 1095,4.1,5,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Adarsh Enclave 1096,3.9,5,Sarjapur Road,Dec 2026,Clear,Metro 2km
Puravankara Towers 1097,6.3,5,Whitefield,Dec 2026,Clear,Metro 3km
Puravankara City 1098,3.1,5,Indiranagar,Mar 2027,Clear,Metro 3km
Shobha Woods 1099,3.8,3,Kadubeesanahalli,Mar 2027,Clear,Metro 1km
Brigade Towers 1100,3.6,5,Electronic City,Mar 2027,Clear,Metro 2km
DNR Enclave 1101,5.0,4,Yelahanka,Sep 2026,Pending,Highway Access
Shobha Lake 1102,3.5,3,Sarjapur Road,Sep 2026,Clear,Bus Stop 500m
Shobha Enclave 1103,1.3,3,Sarjapur Road,Sep 2026,Pending,ORR Access
Godrej Lake 1104,3.4,4,Sarjapur Road,Jun 2027,Clear,Metro 2km
Sobha Courtyard 1105,1.9,3,Kadubeesanahalli,Ready,Clear,Bus Stop 500m
DNR Villas 1106,2.9,2,Marathahalli,Dec 2026,Clear,Bus Stop 500m
Godrej Towers 1107,2.8,5,Yelahanka,Jun 2027,Clear,Metro 1km
Prestige Courtyard 1108,2.5,3,Yelahanka,Jun 2027,Clear,Metro 2km
Prestige Greens 1109,4.0,5,Bellandur,Mar 2027,Clear,Metro 1km
Godrej Heights 1110,4.6,2,Indiranagar,Jun 2027,Clear,Metro 3km
DNR Villas 1111,3.8,4,Electronic City,Ready,Clear,Metro 2km
Salarpuria Courtyard 1112,2.3,3,Kadubeesanahalli,Jun 2027,Clear,Bus Stop 500m
Godrej Villas 1113,3.6,4,Bellandur,Dec 2026,Clear,Metro 1km
Sobha Park 1114,3.3,4,Bellandur,Dec 2026,Clear,Highway Access
Sobha Heights 1115,4.5,2,Whitefield,Ready,Clear,ORR Access
Adarsh Villas 1116,1.5,3,Electronic City,Sep 2026,Clear,Highway Access
Shobha Greens 1117,6.0,4,Indiranagar,Sep 2026,Clear,ORR Access
Godrej Courtyard 1118,4.3,4,HSR Layout,Mar 2027,Clear,Metro 2km
Puravankara Courtyard 1119,3.1,5,HSR Layout,Ready,Clear,Metro 2km
Godrej Greens 1120,5.1,4,HSR Layout,Dec 2026,Clear,ORR Access
Puravankara Enclave 1121,3.8,4,Bellandur,Jun 2027,Clear,Highway Access
Puravankara Courtyard 1122,3.8,3,Marathahalli,Jun 2027,Clear,ORR Access
Prestige Courtyard 1123,2.7,3,HSR Layout,Ready,Clear,Metro 1km
Adarsh Woods 1124,3.5,2,Bellandur,Dec 2026,Clear,Bus Stop 500m
DNR Courtyard 1125,6.2,4,Kadubeesanahalli,Dec 2026,Clear,Bus Stop 500m
Prestige Villas 1126,3.1,4,Koramangala,Mar 2027,Clear,Bus Stop 500m
Shobha City 1127,2.2,2,Whitefield,Dec 2026,Clear,Metro 3km
Sobha Villas 1128,5.9,5,Marathahalli,Sep 2026,Clear,Metro 2km
DNR Woods 1129,3.1,4,Sarjapur Road,Jun 2027,Clear,ORR Access
Shobha Enclave 1130,3.6,2,Bellandur,Jun 2027,Pending,Bus Stop 500m
DNR Courtyard 1131,4.3,3,Whitefield,Dec 2026,Clear,Bus Stop 500m
Salarpuria Villas 1132,3.9,3,Indiranagar,Mar 2027,Clear,ORR Access
Salarpuria Heights 1133,5.0,3,HSR Layout,Jun 2027,Clear,Metro 2km
Brigade Park 1134,1.8,2,Koramangala,Ready,Clear,Metro 1km
Sobha Heights 1135,5.7,5,Kadubeesanahalli,Sep 2026,Pending,Highway Access
Godrej Woods 1136,2.6,3,Marathahalli,Ready,Clear,Bus Stop 500m
Prestige Villas 1137,1.0,2,Sarjapur Road,Mar 2027,Clear,Metro 3km
Shobha Greens 1138,4.6,5,Kadubeesanahalli,Dec 2026,Clear,Bus Stop 500m
Sobha Park 1139,3.7,5,Bellandur,Sep 2026,Clear,Metro 2km
Godrej Park 1140,5.2,5,Indiranagar,Mar 2027,Clear,Metro 3km
Sobha Towers 1141,2.2,3,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
Puravankara Towers 1142,3.0,2,Sarjapur Road,Dec 2026,Pending,ORR Access
Shobha City 1143,6.6,5,Kadubeesanahalli,Sep 2026,Clear,ORR Access
Adarsh Towers 1144,2.4,3,HSR Layout,Mar 2027,Clear,Metro 3km
Salarpuria Heights 1145,4.6,4,HSR Layout,Sep 2026,Clear,Highway Access
Sobha Lake 1146,3.8,5,Sarjapur Road,Jun 2027,Clear,Metro 2km
Puravankara Villas 1147,2.8,2,Yelahanka,Dec 2026,Disputed,Metro 1km
Adarsh City 1148,4.5,4,Marathahalli,Dec 2026,Clear,Metro 2km
Prestige City 1149,3.5,2,Whitefield,Dec 2026,Clear,Highway Access
Adarsh Park 1150,3.7,4,Electronic City,Sep 2026,Clear,Metro 3km
Godrej Lake 1151,1.3,2,Electronic City,Ready,Clear,Highway Access
Puravankara Enclave 1152,4.0,5,Marathahalli,Jun 2027,Clear,Bus Stop 500m
Shobha Enclave 1153,4.2,2,Kadubeesanahalli,Dec 2026,Clear,Metro 3km
Godrej Greens 1154,4.4,4,HSR Layout,Mar 2027,Clear,Bus Stop 500m
Salarpuria Courtyard 1155,2.8,2,Yelahanka,Mar 2027,Clear,Metro 3km
Puravankara Heights 1156,6.0,4,Koramangala,Sep 2026,Clear,Highway Access
Brigade Lake 1157,3.8,5,HSR Layout,Ready,Clear,Metro 2km
Brigade Park 1158,7.0,4,Whitefield,Mar 2027,Clear,Metro 2km
Adarsh Heights 1159,6.6,5,Indiranagar,Mar 2027,Clear,Highway Access
Prestige City 1160,2.7,2,Koramangala,Dec 2026,Clear,Metro 2km
Prestige Courtyard 1161,3.2,2,Marathahalli,Dec 2026,Clear,Metro 1km
Concorde Villas 1162,3.1,3,Sarjapur Road,Jun 2027,Clear,Metro 2km
Godrej Heights 1163,3.2,2,Sarjapur Road,Jun 2027,Clear,Highway Access
Prestige Villas 1164,3.7,4,Whitefield,Mar 2027,Clear,Metro 2km
Prestige Enclave 1165,4.7,2,Bellandur,Jun 2027,Clear,Metro 1km
Concorde Enclave 1166,3.0,2,Electronic City,Sep 2026,Clear,Metro 3km
Prestige Heights 1167,6.8,5,Whitefield,Sep 2026,Clear,Highway Access
Brigade Towers 1168,3.5,2,Marathahalli,Dec 2026,Disputed,Bus Stop 500m
Prestige Woods 1169,5.1,5,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Concorde City 1170,3.4,3,Whitefield,Mar 2027,Clear,Metro 3km
Puravankara Lake 1171,5.4,4,Indiranagar,Mar 2027,Clear,ORR Access
Brigade Courtyard 1172,2.7,3,Koramangala,Sep 2026,Clear,Bus Stop 500m
Puravankara Towers 1173,3.6,2,Marathahalli,Jun 2027,Clear,Bus Stop 500m
DNR Park 1174,2.3,4,Sarjapur Road,Mar 2027,Clear,Highway Access
DNR Enclave 1175,1.7,2,Electronic City,Sep 2026,Clear,Metro 1km
Sobha Courtyard 1176,3.5,5,Yelahanka,Jun 2027,Clear,Metro 3km
Concorde Lake 1177,5.4,4,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
DNR Enclave 1178,4.0,5,Electronic City,Mar 2027,Clear,Metro 3km
Sobha Lake 1179,3.7,3,Kadubeesanahalli,Sep 2026,Clear,Metro 2km
Shobha Courtyard 1180,5.9,4,Whitefield,Mar 2027,Clear,Metro 2km
Brigade Towers 1181,6.8,4,Indiranagar,Jun 2027,Clear,Metro 1km
Puravankara Park 1182,2.7,4,Sarjapur Road,Jun 2027,Clear,Metro 2km
Salarpuria Villas 1183,6.4,4,Whitefield,Jun 2027,Clear,Metro 3km
Concorde Woods 1184,1.3,3,Sarjapur Road,Jun 2027,Clear,Bus Stop 500m
DNR Courtyard 1185,3.2,4,Sarjapur Road,Sep 2026,Clear,Metro 1km
Godrej Villas 1186,2.6,4,Electronic City,Dec 2026,Clear,ORR Access
Salarpuria City 1187,4.3,3,Whitefield,Sep 2026,Clear,ORR Access
Sobha Lake 1188,6.7,4,Marathahalli,Sep 2026,Clear,Metro 3km
Adarsh Villas 1189,4.9,4,Sarjapur Road,Dec 2026,Clear,ORR Access
Sobha Lake 1190,1.9,3,HSR Layout,Ready,Clear,Metro 2km
Prestige Park 1191,6.0,4,Koramangala,Jun 2027,Clear,Bus Stop 500m
Prestige Greens 1192,5.7,5,HSR Layout,Sep 2026,Clear,Highway Access
Concorde Enclave 1193,4.8,3,Kadubeesanahalli,Dec 2026,Clear,Metro 1km
Adarsh Heights 1194,6.9,5,Bellandur,Jun 2027,Clear,ORR Access
DNR Heights 1195,3.2,3,Yelahanka,Sep 2026,Clear,Metro 2km
Shobha Enclave 1196,3.7,3,Indiranagar,Sep 2026,Clear,Highway Access
Godrej Villas 1197,2.8,3,Indiranagar,Sep 2026,Clear,Bus Stop 500m
Brigade Towers 1198,1.4,2,Sarjapur Road,Sep 2026,Clear,Metro 2km
Concorde City 1199,2.5,3,Marathahalli,Sep 2026,Clear,Metro 3km
Sobha Enclave 1200,3.7,4,Koramangala,Sep 2026,Clear,Metro 1km
DNR Villas 1201,2.3,3,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Puravankara Lake 1202,5.4,4,Indiranagar,Sep 2026,Clear,Bus Stop 500m
Brigade Greens 1203,4.2,2,Whitefield,Jun 2027,Clear,ORR Access
Brigade Enclave 1204,1.5,3,Sarjapur Road,Mar 2027,Clear,Highway Access
Brigade Enclave 1205,3.3,3,Electronic City,Mar 2027,Clear,Bus Stop 500m
Adarsh Woods 1206,1.7,3,Sarjapur Road,Sep 2026,Clear,Metro 3km
Adarsh Heights 1207,2.9,2,Electronic City,Sep 2026,Clear,Metro 2km
Sobha Lake 1208,6.6,5,HSR Layout,Ready,Clear,Metro 3km
Salarpuria Lake 1209,1.8,2,Kadubeesanahalli,Sep 2026,Clear,Highway Access
Brigade Towers 1210,3.2,2,HSR Layout,Mar 2027,Clear,ORR Access
Adarsh Heights 1211,2.4,2,HSR Layout,Ready,Clear,Highway Access
Prestige Lake 1212,6.7,5,HSR Layout,Dec 2026,Clear,Metro 1km
Puravankara Towers 1213,3.5,5,Electronic City,Dec 2026,Clear,Highway Access
Prestige Lake 1214,5.1,5,Indiranagar,Jun 2027,Clear,ORR Access
Adarsh Towers 1215,4.0,3,Kadubeesanahalli,Jun 2027,Clear,Metro 1km
Godrej Park 1216,3.4,4,Indiranagar,Ready,Clear,Bus Stop 500m
Puravankara City 1217,5.2,5,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
Salarpuria Towers 1218,1.6,3,Koramangala,Dec 2026,Clear,Highway Access
Brigade Towers 1219,2.5,2,HSR Layout,Dec 2026,Clear,Bus Stop 500m
Puravankara Heights 1220,4.5,2,Whitefield,Dec 2026,Clear,Metro 2km
Concorde Villas 1221,1.8,3,Koramangala,Jun 2027,Clear,Highway Access
Brigade City 1222,4.7,2,Kadubeesanahalli,Sep 2026,Clear,ORR Access
Sobha Courtyard 1223,2.4,2,Marathahalli,Dec 2026,Clear,Metro 1km
Prestige Heights 1224,4.6,4,Yelahanka,Ready,Clear,Highway Access
Salarpuria Lake 1225,3.5,5,Sarjapur Road,Mar 2027,Clear,Metro 1km
DNR Villas 1226,1.9,2,Indiranagar,Dec 2026,Clear,Highway Access
Godrej Greens 1227,5.6,4,Koramangala,Dec 2026,Clear,Highway Access
Adarsh City 1228,3.8,3,Koramangala,Dec 2026,Pending,ORR Access
Adarsh Towers 1229,2.4,2,Electronic City,Jun 2027,Clear,Metro 3km
Puravankara Lake 1230,2.4,3,Bellandur,Jun 2027,Clear,ORR Access
Shobha Woods 1231,6.4,4,Koramangala,Sep 2026,Clear,Highway Access
Adarsh Greens 1232,4.7,3,Bellandur,Dec 2026,Clear,ORR Access
Godrej Towers 1233,2.8,3,Yelahanka,Ready,Clear,Metro 2km
Concorde Villas 1234,3.0,2,Electronic City,Ready,Clear,Metro 1km
Shobha Woods 1235,4.9,4,Yelahanka,Dec 2026,Clear,Metro 1km
Prestige Greens 1236,3.4,4,Bellandur,Mar 2027,Clear,ORR Access
Prestige Villas 1237,5.4,4,Bellandur,Mar 2027,Clear,Highway Access
Sobha City 1238,2.8,3,Yelahanka,Jun 2027,Clear,Bus Stop 500m
Brigade Towers 1239,4.0,4,Whitefield,Jun 2027,Clear,ORR Access
DNR Park 1240,1.9,2,Sarjapur Road,Ready,Clear,Bus Stop 500m
Brigade Towers 1241,5.9,4,Whitefield,Mar 2027,Clear,ORR Access
Concorde Courtyard 1242,3.9,4,Koramangala,Mar 2027,Clear,Highway Access
Brigade Enclave 1243,5.3,5,Whitefield,Mar 2027,Clear,Metro 2km
Salarpuria Heights 1244,1.8,2,Indiranagar,Ready,Clear,Metro 1km
Salarpuria Heights 1245,2.0,3,Electronic City,Sep 2026,Clear,Bus Stop 500m
Godrej Greens 1246,3.4,4,Electronic City,Mar 2027,Clear,ORR Access
DNR Towers 1247,1.5,2,Yelahanka,Mar 2027,Clear,Highway Access
Salarpuria Woods 1248,4.7,2,Whitefield,Sep 2026,Clear,Bus Stop 500m
Adarsh Towers 1249,4.2,4,Sarjapur Road,Mar 2027,Clear,Metro 2km
Shobha Villas 1250,4.6,4,Bellandur,Ready,Disputed,ORR Access
Adarsh City 1251,3.0,2,Bellandur,Sep 2026,Clear,ORR Access
Sobha Lake 1252,1.9,2,HSR Layout,Mar 2027,Clear,Bus Stop 500m
Prestige Greens 1253,3.6,5,Koramangala,Jun 2027,Clear,Metro 3km
Puravankara Lake 1254,2.1,3,Whitefield,Dec 2026,Clear,Highway Access
Sobha Towers 1255,5.7,4,Koramangala,Ready,Clear,Metro 3km
Salarpuria Towers 1256,5.9,5,HSR Layout,Mar 2027,Clear,Highway Access
Adarsh Towers 1257,4.9,2,Bellandur,Sep 2026,Clear,Highway Access
Shobha Greens 1258,5.6,5,Koramangala,Jun 2027,Clear,ORR Access
Sobha Woods 1259,3.7,5,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Brigade Enclave 1260,4.5,2,Marathahalli,Sep 2026,Clear,Metro 2km
Sobha Heights 1261,1.9,3,Yelahanka,Sep 2026,Clear,Bus Stop 500m
Godrej Greens 1262,2.9,2,Kadubeesanahalli,Mar 2027,Clear,Metro 2km
Adarsh City 1263,3.9,5,Electronic City,Jun 2027,Clear,Metro 2km
Concorde Heights 1264,3.4,2,Yelahanka,Mar 2027,Clear,ORR Access
Concorde Heights 1265,3.6,2,Indiranagar,Jun 2027,Clear,Highway Access
Adarsh Courtyard 1266,4.8,3,Koramangala,Jun 2027,Clear,Bus Stop 500m
Prestige Greens 1267,5.6,5,Marathahalli,Sep 2026,Clear,Highway Access
Shobha Enclave 1268,3.8,4,HSR Layout,Sep 2026,Clear,Metro 3km
Prestige Heights 1269,6.6,4,Whitefield,Sep 2026,Clear,ORR Access
Adarsh Lake 1270,4.3,3,Kadubeesanahalli,Sep 2026,Clear,Bus Stop 500m
Concorde Enclave 1271,3.7,3,Koramangala,Ready,Pending,Metro 3km
Concorde Villas 1272,4.5,4,HSR Layout,Sep 2026,Clear,Metro 3km
Puravankara Heights 1273,4.9,5,Electronic City,Dec 2026,Clear,Metro 1km
Shobha Enclave 1274,3.9,4,Marathahalli,Mar 2027,Clear,Metro 3km
Prestige Park 1275,3.9,5,Electronic City,Dec 2026,Clear,Bus Stop 500m
Prestige Enclave 1276,1.7,3,Whitefield,Ready,Clear,Metro 1km
Sobha Lake 1277,4.1,5,Koramangala,Sep 2026,Clear,ORR Access
Sobha Park 1278,2.6,2,HSR Layout,Sep 2026,Clear,Bus Stop 500m
Godrej Greens 1279,4.4,2,Koramangala,Jun 2027,Clear,ORR Access
Puravankara Greens 1280,6.5,4,Kadubeesanahalli,Jun 2027,Clear,Highway Access
Sobha Towers 1281,3.3,5,Kadubeesanahalli,Ready,Clear,ORR Access
DNR Towers 1282,2.4,3,Whitefield,Jun 2027,Clear,Highway Access
Salarpuria Park 1283,1.3,2,Yelahanka,Dec 2026,Clear,Metro 1km
Adarsh Villas 1284,5.8,4,Koramangala,Mar 2027,Clear,ORR Access
Puravankara Greens 1285,1.8,3,Electronic City,Jun 2027,Clear,Highway Access
Brigade Woods 1286,3.6,4,Whitefield,Mar 2027,Clear,Highway Access
Concorde Greens 1287,2.5,2,Marathahalli,Ready,Clear,Highway Access
DNR Villas 1288,3.0,3,Sarjapur Road,Ready,Clear,Bus Stop 500m
Godrej Greens 1289,2.8,2,Indiranagar,Ready,Clear,ORR Access
DNR Enclave 1290,4.1,5,Bellandur,Jun 2027,Clear,Metro 2km
Concorde Greens 1291,4.1,4,Indiranagar,Dec 2026,Clear,Metro 1km
DNR Enclave 1292,3.5,3,Whitefield,Ready,Clear,Metro 2km
DNR Enclave 1293,5.5,5,Kadubeesanahalli,Dec 2026,Clear,Highway Access
Salarpuria Lake 1294,2.7,4,Yelahanka,Sep 2026,Clear,Metro 1km
Shobha Enclave 1295,6.0,5,HSR Layout,Dec 2026,Clear,Metro 2km
Brigade Lake 1296,4.8,2,Whitefield,Dec 2026,Clear,Highway Access
Prestige Lake 1297,1.8,2,HSR Layout,Jun 2027,Clear,Bus Stop 500m
Prestige Enclave 1298,2.4,2,HSR Layout,Sep 2026,Clear,ORR Access
Sobha Heights 1299,3.0,2,Kadubeesanahalli,Ready,Clear,Metro 3km
Shobha Villas 1300,1.7,2,Bellandur,Mar 2027,Disputed,Metro 2km
Salarpuria Greens 1301,4.4,5,Indiranagar,Dec 2026,Pending,Metro 1km
Concorde Courtyard 1302,6.7,4,Whitefield,Mar 2027,Clear,ORR Access
DNR Courtyard 1303,2.9,3,Electronic City,Mar 2027,Clear,Metro 2km
Salarpuria Enclave 1304,3.0,3,Whitefield,Ready,Clear,Bus Stop 500m
Adarsh Enclave 1305,6.0,5,Kadubeesanahalli,Jun 2027,Clear,Metro 2km
Godrej Enclave 1306,2.0,3,Electronic City,Mar 2027,Clear,Metro 2km
Concorde Heights 1307,3.7,2,HSR Layout,Ready,Clear,Metro 1km
Brigade Villas 1308,4.3,4,Indiranagar,Sep 2026,Clear,ORR Access
Salarpuria City 1309,6.3,4,Koramangala,Jun 2027,Clear,Highway Access
Adarsh Villas 1310,4.7,5,Kadubeesanahalli,Dec 2026,Clear,Metro 2km
DNR Greens 1311,2.7,2,Indiranagar,Sep 2026,Clear,Highway Access
Salarpuria Heights 1312,4.1,3,Koramangala,Dec 2026,Clear,Metro 1km
Godrej Lake 1313,3.4,2,Electronic City,Sep 2026,Clear,Metro 2km
Sobha Lake 1314,1.9,2,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Puravankara Lake 1315,4.8,3,Bellandur,Ready,Clear,ORR Access
Prestige City 1316,3.1,5,Marathahalli,Ready,Clear,Bus Stop 500m
Puravankara Villas 1317,2.8,5,Yelahanka,Sep 2026,Clear,Metro 3km
Brigade Heights 1318,5.6,4,Kadubeesanahalli,Ready,Clear,Highway Access
Godrej Courtyard 1319,2.7,4,Electronic City,Jun 2027,Clear,Metro 2km
Concorde City 1320,2.2,5,Electronic City,Jun 2027,Clear,Metro 3km
Adarsh Towers 1321,2.3,4,Sarjapur Road,Mar 2027,Clear,Bus Stop 500m
DNR Enclave 1322,4.7,3,Whitefield,Ready,Clear,Bus Stop 500m
Salarpuria Towers 1323,4.5,4,Whitefield,Sep 2026,Clear,ORR Access
Adarsh Heights 1324,6.7,5,Koramangala,Sep 2026,Clear,Metro 2km
DNR Lake 1325,3.9,4,Kadubeesanahalli,Sep 2026,Clear,Metro 1km
Shobha Heights 1326,5.6,5,Indiranagar,Ready,Clear,ORR Access
Salarpuria Villas 1327,3.5,5,Electronic City,Mar 2027,Clear,Highway Access
DNR City 1328,3.6,5,Indiranagar,Ready,Clear,Metro 3km
Brigade Greens 1329,3.0,3,Koramangala,Mar 2027,Clear,Metro 1km
Prestige City 1330,3.6,4,Electronic City,Sep 2026,Clear,Bus Stop 500m
Brigade Woods 1331,4.5,4,Kadubeesanahalli,Mar 2027,Clear,Bus Stop 500m
Prestige Greens 1332,4.6,5,Kadubeesanahalli,Dec 2026,Clear,Metro 1km
DNR Courtyard 1333,3.4,5,Sarjapur Road,Sep 2026,Clear,Highway Access
Concorde Heights 1334,4.0,4,Bellandur,Jun 2027,Clear,Highway Access
Brigade Heights 1335,3.1,2,Indiranagar,Jun 2027,Clear,Bus Stop 500m
Sobha Heights 1336,3.0,2,Indiranagar,Dec 2026,Clear,Metro 2km
Brigade Lake 1337,4.6,5,Koramangala,Mar 2027,Clear,Metro 2km
Salarpuria Courtyard 1338,4.1,5,Koramangala,Ready,Clear,Metro 1km
Brigade Park 1339,4.9,2,Marathahalli,Dec 2026,Clear,Metro 2km
Concorde City 1340,3.7,5,HSR Layout,Mar 2027,Clear,Metro 2km
Concorde Park 1341,5.9,5,Koramangala,Jun 2027,Clear,Metro 1km
Adarsh Lake 1342,5.1,4,Kadubeesanahalli,Ready,Clear,Metro 2km
Adarsh Villas 1343,3.1,2,Yelahanka,Ready,Clear,ORR Access
Salarpuria Villas 1344,3.3,5,Koramangala,Dec 2026,Clear,Metro 2km
DNR Lake 1345,5.6,5,Bellandur,Jun 2027,Clear,Highway Access
Prestige Towers 1346,6.9,5,HSR Layout,Mar 2027,Clear,Metro 2km
Puravankara Towers 1347,7.0,4,Marathahalli,Mar 2027,Clear,ORR Access
Shobha City 1348,3.5,5,Electronic City,Jun 2027,Clear,Metro 2km
Puravankara Courtyard 1349,3.8,2,HSR Layout,Jun 2027,Clear,Metro 2km
